,name,M_total_count,M_total_count_likes,recommend_all,MSK,SPB,KRD,KZN,BASHK,NVSB,SAMARA,Vk,Fb,Tw,Yt,Inst
262,Дискотека Авария,451 880,2 184,265 531,112815,40882,16526,7955,6565,8578,5872,True,True,True,True,True
263,Enigma,205 208,1 105,108 669,54095,19971,10044,3489,2902,4148,2774,False,True,True,True,False
264,Sum 41,463 155,7 060,412 132,132606,55026,14373,7848,6589,8652,6774,False,True,True,True,True
265,BrainStorm,469 264,974,65 511,130514,53028,17857,8156,7117,8705,6314,True,True,True,True,True
266,Алиса,327 515,9 983,569 681,91765,40736,12940,4843,4516,5901,4097,True,True,True,True,True
267,Pink Floyd,313 740,20 240,579 115,86871,35048,12859,4341,3725,5927,0,False,True,True,True,True
268,Kaleida,499 246,5 455,133 438,137108,55397,22663,9085,7203,9802,6711,False,True,True,True,True
269,Gazan,550 554,8 373,14 177,113506,40621,27478,14634,12597,12026,9623,True,True,True,True,True
270,Hurts,613 611,1 729,185 544,142216,59606,24424,10975,8636,11453,7613,False,True,True,True,True
271,Gorillaz,485 982,4 174,351 561,121378,54864,16506,8194,6565,9130,6159,False,True,True,True,True
272,Aslai,875 490,652,5 797,70601,24263,15931,8139,6973,6536,4979,True,False,True,True,True
273,Мурат Тхагалегов,380 136,43 195,809 645,78397,24557,23332,8142,7828,6894,0,True,False,True,True,True
274,P!nk,620 021,3 334,305 994,181923,71590,24209,12233,9536,12406,8790,False,True,True,True,True
275,Roxette,430 114,3 391,186 806,207593,78635,36927,14422,12323,15784,10383,False,True,True,True,True
276,NBSPLV,491 994,18 048,448 914,120372,47783,24593,10473,9294,11299,7869,True,True,True,True,True
277,Люся Чеботина,610 690,2 165,97 524,115939,42863,24173,11946,9892,11449,8403,True,False,False,True,True
278,Ямаджи,448 433,355,3 127,95636,36381,19927,10530,8380,8932,6932,True,False,False,False,True
279,Фейджи,448 461,321,2 939,95770,36425,19955,10562,8406,8947,6961,True,False,False,False,True
280,MARUV,891 026,25 532,1 576 647,200650,79991,41445,15867,13631,19689,12026,True,True,True,True,True
281,Мэвл,618 645,6 949,351 453,149649,54130,25307,15325,12784,13566,10285,True,False,False,True,True
282,Андрей Леницкий,617 374,1 180,112 309,36992,14097,8275,3370,2848,4377,2473,True,True,True,True,True
283,Н.И. Тимофеев,163 896,15,107,62373,21820,8577,4422,3751,4411,3432,False,False,False,False,False
284,Sean Paul,719 690,1 967,209 122,149768,55318,24361,12082,10054,11156,7886,False,True,True,True,True
285,Валентин Стрыкало,361 087,3 894,202 146,97419,40398,13130,6497,5388,7126,4869,True,True,True,True,False
286,Виктор Цой,683 094,1 175,789 408,170778,65249,30314,11562,10556,13870,8449,False,True,False,False,False
287,Лилая,595 177,75,94,122287,44416,22555,11692,9021,12256,8318,False,False,False,False,False
288,Сергей Шнуров,692 695,8 811,333 224,179631,68994,31732,12892,11618,14552,9626,True,False,False,False,True
289,Андрей Губин,423 042,18 310,264 727,115862,43984,18270,8463,7053,8814,6384,False,False,True,True,False
290,И. Суханова,163 798,12,113,62338,21800,8570,4420,3748,4406,3430,False,False,False,False,False
291,The Rasmus,450 282,10 324,259 426,110638,45823,15851,6268,5328,8745,5520,False,True,True,True,True
292,Slider & Magnit,660 986,8 890,330 664,148999,56390,29117,12129,10589,13434,8687,True,True,False,True,False
293,Мураками,290 883,3 267,156 371,81878,34110,11400,6055,4963,5803,4673,True,True,True,True,True
294,Аквариум,279 304,4 620,286 189,83510,35164,10233,4671,4076,5292,3745,False,True,True,True,True
295,Britney Spears,422 969,3 450,188 800,118789,47679,17037,8191,6266,8714,5981,False,True,True,True,True
296,Lost Frequencies,930 006,9 739,228 357,241323,91526,39261,20043,15808,17426,13027,False,True,True,True,True
297,NKOHA,477 415,1 488,11 303,115227,49556,19136,9146,7652,9454,6762,True,False,False,True,True
298,Placebo,248 234,6 360,347 806,74820,35463,7931,4216,3280,4776,3595,True,True,True,True,True
299,Siadou,659 920,1 047,2 604,85,47,31,7,6,0,0,False,False,False,False,False
300,Pyrokinesis,168 309,5 566,157 368,36832,19019,5043,3282,2769,3959,2853,True,False,True,True,True
301,Zaz,415 300,2 058,270 628,121614,45478,16479,6588,5430,7857,0,False,True,True,True,True
302,DJ Dark,446 881,352,19 370,98431,35716,22526,8398,6686,8997,5936,False,False,False,False,False
303,Quest Pistols Show,577 340,2 346,281 722,137542,54042,21183,10605,8368,11256,7825,True,True,True,True,True
304,ST,546 675,7 901,964 550,134525,50932,23401,9855,8283,11250,7524,True,True,True,True,True
305,Murovei,474 614,779,20 668,100714,39177,18559,9863,7578,8762,6838,True,True,True,True,True
306,Enrique Iglesias,432 395,10 619,364 883,111587,38351,18654,7749,6355,7104,0,False,True,True,True,True
307,Sofi Tukker,471 802,2 439,150 557,122249,48086,20984,8947,6826,8978,6249,False,True,True,True,True
308,,465 856,2 867,33 678,149259,50550,18932,8119,6692,9183,6491,False,False,False,False,False
309,Слава,343 469,3 587,333 777,69209,24024,13630,4501,3947,6224,3784,True,True,True,True,True
310,Чевостик,63 651,2 535,6 014,23184,7300,1931,1178,0,1177,966,False,False,False,False,False
311,Tanir & Tyomcha,496 734,2 287,49 745,105900,39462,20469,12192,10072,10286,8203,True,False,False,False,False
312,Градусы,443 357,4 196,931 275,107953,43520,16810,8296,6786,8682,5827,True,True,True,True,True
313,Ariana Grande,736 806,24 521,558 462,171670,72695,27975,14967,11701,13499,9790,False,True,True,True,True
314,ВИА ГРА,343 057,4 404,508 484,86735,32134,14614,6739,5300,6656,4841,True,True,False,True,False
315,Александр Розенбаум,185 633,10 114,335 415,65042,22984,11548,3101,2754,5112,2787,True,False,False,True,True
316,T-killah,614 590,1 534,396 529,150745,53147,26094,14446,12156,13433,9978,True,True,True,True,True
317,Miley Cyrus,498 944,2 378,126 877,135823,58959,19241,10812,8295,10202,7157,False,True,True,True,True
318,Мираж,334 770,7 307,476 466,82682,27061,14191,5564,4829,6907,4464,True,True,False,True,True
319,Gabry Ponte,798 383,956,11 645,192095,71516,30636,16993,14120,15629,11813,False,False,False,False,False
320,Beyoncé,440 454,3 786,562 236,166758,66221,23352,10663,8142,11328,7508,False,True,True,True,True
321,Bon Jovi,470 440,32 403,572 804,127801,48818,18632,6836,5925,8880,0,False,True,True,True,True
322,The Neighbourhood,397 372,8 235,222 753,94302,45792,11956,7606,5523,7352,5033,False,True,True,True,True
323,Smash Into Pieces,289 083,2 662,58 304,78328,31332,10076,4627,3614,6126,4129,False,True,True,True,True
324,КУЧЕР,738 263,760,6 181,151185,57287,34009,16155,13333,14691,10469,True,False,False,False,True
325,Иванушки International,380 578,3 812,189 182,97850,36660,15120,7641,6415,7486,5538,True,False,True,True,False
326,Kamazz,303 803,3 788,569 444,55833,20158,13180,5574,4756,6897,4297,True,True,False,True,True
327,Justin Timberlake,489 447,2 539,487 718,151647,61152,24026,11012,8202,11115,7783,False,True,True,True,True
328,Imany,794 914,1 003,287 585,190417,71470,35039,13682,11056,15132,0,False,True,True,True,True
329,Алексей Брянцев,261 678,31 245,864 921,62453,20636,13701,4923,4781,6516,0,True,False,True,True,False
330,Joe Dassin,351 514,9 478,265 909,105677,36330,15353,5332,4565,6909,0,False,False,False,True,False
331,Powerwolf,170 986,5 017,269 027,48432,18744,5369,2306,2043,3441,2365,False,True,True,True,True
332,VIZE,666 619,2 008,48 902,157395,62721,27932,14722,12334,13744,10122,False,True,False,False,True
333,Yves V,1 039 393,1 761,9 942,239076,92404,44027,19739,16533,20383,13630,False,True,True,True,True
334,Black Eyed Peas,508 455,16 029,1 110 380,126388,51539,20272,9826,7911,9502,6653,False,True,True,True,True
335,Fleurie,795 557,664,29 247,3786,1682,516,226,194,296,0,False,False,False,False,False
336,МУККА,319 706,3 401,101 088,76070,35508,9961,6336,5312,6763,5121,True,False,False,True,True
337,Ирина Аллегрова,317 598,16 301,590 885,69925,23757,14147,3978,3702,5789,3371,True,True,True,True,False
338,Green Day,487 607,13 682,621 723,131374,55416,14856,8323,6709,8706,6419,False,True,True,True,True
339,Ofenbach,797 586,3 260,140 373,219298,82759,32882,15978,12796,16010,11348,False,True,True,True,True
340,The xx,689 527,4 127,388 211,177771,74631,27051,12323,9752,12587,8188,False,True,True,True,True
341,Юлианна Караулова,466 904,3 948,480 563,109603,41858,20425,8059,6823,10547,6549,True,True,True,True,True
342,Даня Милохин,409 199,6 481,50 719,106399,39402,18410,9417,7808,8955,6713,True,False,False,True,True
343,Boney M.,644 890,32 398,193 559,165445,62009,25669,10706,9194,12249,7931,False,False,False,True,False
344,Elton John,471 452,1 277,84 677,165975,61887,26501,9855,7986,11578,0,False,True,False,True,True
345,Nightwish,198 387,7 174,443 975,56453,21388,6832,2698,2433,3404,2478,False,True,True,True,True
346,Madonna,419 001,2 256,204 636,148419,57851,21521,9298,7369,10087,0,False,True,True,True,True
347,C.C. Catch,390 780,8 086,85 169,96836,34494,17949,7249,6399,8146,5409,False,False,False,False,False
348,Lvnx,1 021 290,337,2 225,221285,87362,39089,21545,17408,18673,13787,False,False,False,False,False
349,кис-кис,309 198,9 335,133 281,80200,36485,9600,7029,5738,6218,5243,True,True,False,True,True
350,Elvira T,272 261,1 707,293 325,62825,25562,11019,5103,4182,5755,3917,True,True,True,True,True
351,NEMIGA,215 841,784,13 161,41443,18177,8214,4348,3264,3796,2869,True,False,False,True,True
352,The Score,297 450,2 645,203 964,77366,33260,10286,5396,4196,6522,4178,False,True,True,True,True
353,LUM!X,801 239,863,6 795,191556,71273,30974,17074,14179,15598,11814,False,False,False,False,False
354,Сергей Бобунец,545 091,96,12 363,47306,18271,7509,2725,2601,3598,2193,True,True,True,True,True
355,МАЧЕТЕ,301 657,2 250,62 116,72018,28423,14489,5499,4679,6146,3822,True,True,False,True,True
356,СЛОТ,198 201,2 948,303 449,52639,21912,6972,2788,2495,3855,2648,True,True,True,True,True
357,ATB,557 451,2 377,147 439,137327,55831,26760,11642,9539,11907,8011,False,True,True,True,True
358,Жуки,553 646,6 978,289 609,137564,52201,22315,9438,8545,10795,7206,True,True,False,True,False
359,Thousand Foot Krutch,283 697,6 832,379 091,73377,31311,9081,4578,3844,5733,4034,True,True,True,True,False
360,SEREBRO,474 230,5 498,1 813 577,114673,43047,19678,9261,7461,9766,6523,True,True,False,True,False
361,Vanotek,666 988,5 155,256 791,164236,61902,31806,12863,10728,13474,0,False,True,False,True,True
362,Camishe,651 542,1 493,1 618,143600,55176,29650,12460,10450,12485,8842,False,False,False,False,False
363,Lindsey Stirling,310 199,1 291,183 213,81032,31162,11068,5078,4230,6120,3898,False,True,True,True,True
364,DOROFEEVA,791 611,4 715,32 093,173685,66593,34946,15674,13649,17295,11408,True,True,False,True,True
365,Ilkay Sencan,905 523,4 355,289 954,214809,83649,40790,17919,15078,18734,12610,False,True,True,True,True
366,Monoir,773 117,10 041,68 164,173483,67997,36746,14507,12265,16526,10345,False,False,False,False,False
367,Город 312,491 434,7 931,353 794,123136,47850,18760,7849,7085,9452,5876,True,True,True,True,True
368,jxdn,541 421,286,3 694,6805,3242,967,688,529,665,412,False,True,True,True,True
369,Инкогнито,245 347,1 097,68 924,68198,27604,10325,4495,4304,5499,3940,True,True,True,True,True
370,Thirty Seconds to Mars,220 936,3 217,477 314,56966,26577,7466,3692,2933,4017,2988,False,True,True,True,True
371,Else,729 734,9 417,41 230,156426,63611,29373,12212,10167,13549,8260,False,False,False,False,False
372,Lx24,452 181,2 056,394 933,96025,33595,20501,9311,8306,9811,6578,True,False,True,True,True
373,Lil Nas X,988 922,15 798,355 210,229343,94995,39657,21426,17326,19592,14559,False,True,True,True,True
374,Ногу свело!,386 794,5 478,386 434,103727,41366,14534,6184,5815,7315,5054,True,True,True,True,True
375,Allan Rayman,383 556,13 249,290 598,96607,40090,17996,7825,5784,7579,5276,False,True,True,True,True
376,Nessa Barrett,532 393,284,1 420,122175,51810,23459,11529,9625,11625,7943,True,False,True,True,False
377,Xcho,351 946,5 566,52 583,70506,25554,16865,9099,7078,6279,0,True,False,False,True,True
378,Rompasso,523 496,4 201,811 617,113487,45620,22294,9780,7926,10284,6678,True,True,True,False,True
379,Idris & Leos,399 192,1 259,10 138,81470,29305,20319,8908,7240,8046,5854,True,False,False,False,True
380,FEDUK,507 633,11 865,1 111 237,111193,45244,16124,11830,8770,8124,7446,True,True,False,True,True
381,Филипп Киркоров,541 960,13 479,595 361,132128,47824,23828,8863,7351,10611,6988,True,True,True,True,True
382,The Cranberries,494 862,9 090,403 151,128763,52763,17887,7865,6863,9026,5979,False,True,True,True,True
383,Labrinth,420 080,350,17 195,107461,46590,15282,9789,6693,7800,5876,False,True,True,True,True
384,Blind Channel,360 253,1 925,4 525,85786,37680,11059,5647,4124,6476,4506,False,False,False,False,False
385,Сказочный Сон,138 590,75,675,53133,18290,6513,3535,2765,3501,2826,False,False,False,False,False
386,CRASPORE,296 777,6 554,112 712,66810,26996,12328,5495,4977,6795,4235,False,False,False,False,False
387,Dom La Nena,548 255,10 079,13 352,119968,48762,22431,11451,9141,9871,7280,False,False,False,False,False
388,HARU,390 935,1 199,32 783,81273,32264,16540,8618,7192,9024,6243,True,True,True,True,True
389,Владимир Пресняков,344 458,756,109 413,93711,32964,17166,5742,4770,7384,4750,True,True,True,True,True
390,Елена Ваенга,219 780,16 809,679 233,53935,19336,10137,2943,2696,4295,2644,True,True,True,True,True
391,АИГЕЛ,185 136,1 565,21 933,50459,22399,6504,4117,3018,3836,2938,True,True,False,True,True
392,Burak Yeter,707 401,5 409,196 916,161009,61137,30496,13581,11578,13985,0,False,True,True,True,True
393,Georgia Ku,652 920,160,240,12089,5135,1579,957,665,886,0,False,False,False,False,False
394,Luxor,276 527,1 814,249 933,59610,21849,12850,5600,4521,5546,4027,True,True,False,True,True
395,Диана Арбенина,462 691,521,95 857,162643,64816,26769,9659,8966,12865,8298,True,True,True,True,True
396,Besomorph,699 025,746,3 363,165803,65191,30932,15279,12642,14385,10667,False,True,True,True,True
397,Chris Rea,321 948,7 401,587 365,87839,32758,15621,4796,4220,6337,0,False,True,True,True,True
398,Camila Cabello,600 291,747,172 011,182942,68742,29914,13440,10944,13744,0,False,True,True,True,True
399,Gaullin,570 592,397,210 251,120987,50422,21117,9604,6798,10401,6811,False,True,True,True,True
400,Panic! At The Disco,263 911,7 356,330 809,73081,33231,7905,4660,3644,5481,3624,False,True,True,True,True
401,Бутырка,223 616,53 111,1 690 871,49037,17297,10397,3828,3511,5843,0,True,False,False,False,False
402,Arash,486 544,1 752,184 766,102908,36319,21106,9712,8579,8823,6412,False,True,True,True,True
403,гречка,308 449,1 816,107 593,74086,32604,10024,6972,5527,5661,4459,True,False,False,True,True
404,Jack Savoretti,312 021,11 272,204 769,84415,31713,16179,5409,4333,6460,0,False,True,True,True,True
405,,287 297,309,7 011,95892,31356,10358,5392,4109,5440,0,False,False,False,False,False
406,Scooter,329 429,6 053,325 213,87634,34717,11261,5466,4509,5951,4247,False,True,True,True,True
407,Mahmut Orhan,574 126,2 755,37 305,139540,51295,27901,10955,8952,10724,0,False,True,True,True,True
408,Selena Gomez,450 529,4 097,458 039,61349,25143,8976,5847,4324,4453,0,False,True,True,True,True
409,Magic Boy,498 096,212,242,104409,43049,19585,10379,7086,8786,6431,False,False,False,False,False
410,LP,516 420,4 779,415 967,130521,51172,20024,8470,6887,9341,0,False,True,True,True,True
411,Slipknot,205 027,26 061,934 375,52061,24248,6509,3510,3016,3723,3232,False,True,True,True,True
412,anatu,507 757,75,843,110182,42261,26090,9747,8014,9900,0,False,False,False,False,False
413,Imanbek,1 085 119,3 937,30 472,239740,94616,46348,25028,21228,22005,17184,True,False,False,False,True
414,ABBA,268 875,3 332,594 601,78890,30029,9710,4206,3432,4823,3258,False,True,True,True,True
415,Pendulum,426 283,20 038,148 077,103654,46836,13416,6355,5345,7664,5393,False,True,True,True,True
416,Аудиокнига в кармане,92 865,404,10 936,25042,9582,2938,1421,0,1514,1165,False,False,False,False,False
417,ndls404,400 427,274,5 517,97756,42075,16120,7755,6396,7849,5643,True,False,False,True,True
418,Клара Румянова,252 971,255,3 371,86360,28123,9233,5101,0,4891,3870,False,False,False,False,False
419,a-ha,382 464,1 548,88 552,102664,43583,13708,6324,5220,6854,4781,False,True,True,True,True
420,Adele,418 764,3 669,948 022,113727,44404,15340,7140,5290,7066,0,False,True,True,True,True
421,Ludovico Einaudi,240 715,1 075,416 013,95717,36080,12852,6640,4976,6166,0,False,True,True,True,True
